ID,Item Details,Parent Group,PRICE,Qty.
10813,SB13571 34 38,GIRLS SET (L),820,3
10814,SB2818  16 26   [620443],FROCK (A),880,0
10815,SB2819  22 32    [620443],GOWN (A),1370,0
10816,SB2823 16 26     [620443],FROCK (A),930,0
10817,SB2840  16 26    [620443],FROCK (A),810,0
10818,SC0024 16 22,GIRLS SET (K),575,0
10819,SC0394 18 24,PLAZO SET,935,0
10820,SC0394 26 36,PLAZO SET,1165,0
10821,SC052 24 34,MIDI SET(K),785,0
10822,SC109 B  24 34     [620442],MIDDY,745,0
10823,SC109 S   16 22    [620442],MIDDY,635,0
10824,SC1095  16  22      [620442],MIDI SET(K),635,0
10825,SC113   24 34     [620442],MIDDY,765,0
10826,SC1647 30 40,GIRLS SET (K),1406,0
10827,SC1656 30 40,GIRLS SET (K),1375,0
10828,SC1657 30 40,GIRLS SET (K),995,0
10829,SC1700 30 40,LANCHA,795,18
10830,SC192 16 22,MIDDY,630,0
10831,SC192 24 34,MIDDY,815,0
10832,SC193 30 40,PLAZO SET,965,0
10833,SC2022 28 38,GIRLS SET (K),1095,0
10834,SC2050 32 40,GIRLS SET (K),995,0
10835,SC209 30 40,PLAZO SET,1470,0
10836,SC235 16 22,MIDI SET,655,0
10837,SC235 24 34,MIDI SET,785,0
10838,SC278 30 40,KALI PLAZO,1495,0
10839,SC284 34 40,PLAZO SET,1405,0
10840,SC299 30 40,PLAZO SET,1495,0
10841,SC300 22 28,PLAZO SET,1125,0
10842,SC305 30 40,SHRUG SET,1650,0
10843,SC328 22 28,FARSI,1160,0
10844,SC3518 26 36,GIRLS SET (K),796,0
10845,SC3691 30 40,GIRLS SET (K),1099,5
10846,SC3722 30 40,GIRLS SET (K),955,4
10847,SC3726 30 40,GIRLS SET (K),1099,0
10848,SC3751 30 40,GIRLS SET (K),1085,0
10849,SC3777 30 40,GIRLS SET (K),1245,0
10850,SC3781 30 40,GIRLS SET (K),950,0
10851,SC3787 24 34,GIRLS SET (K),675,0
10852,SC3862 30 40,GIRLS SET (K),1160,0
10853,SC3863 30 40,GIRLS SET (K),1215,0
10854,SC3882 24 34,GIRLS SET (K),796,0
10855,SC3890 24 34,GIRLS SET (K),748,0
10856,SC3897 30 40,GIRLS SET (K),1075,0
10857,SC3900 24 34,GIRLS SET (K),843,0
10858,SC3904 30 40,GIRLS SET (K),1195,0
10859,SC3905 30 40,GIRLS SET (K),1140,0
10860,SC3907 30 40,GIRLS SET (K),1255,0
10861,SC3909 30 40,GIRLS SET (K),1240,0
10862,SC3912 30 40,GIRLS SET (K),1200,0
10863,SC3917 30 40,GIRLS SET (L),1270,0
10864,SC3920 24 34,MIDI SET(K),777,0
10865,SC3924 30 40,GIRLS SET (K),1270,0
10866,SC3925 30 40,GIRLS SET (K),1365,0
10867,SC3926 30 40,GIRLS SET (L),1335,0
10868,SC3927 30 40,GIRLS SET (K),1340,0
10869,SC3928 30 40,GIRLS SET (K),1225,0
10870,SC3929 30 40,GIRLS SET (K),1188,0
10871,SC3930 30 40,GIRLS SET (K),1190,0
10872,SC3931 30 40,GIRLS SET (K),1245,0
10873,SC3932 30 40,GIRLS SET (K),1215,0
10874,SC3933 30 40,GIRLS SET (K),1270,0
10875,SC3934 30 40,GIRLS SET (K),1195,0
10876,SC3935 30 40,GIRLS SET (K),1185,0
10877,SC3936 30 40,GIRLS SET (K),1280,0
10878,SC3937 30 40,GIRLS SET (K),1278,0
10879,SC3938 30 40,GIRLS SET (K),1435,0
10880,SC3939 30 40,GIRLS SET (K),1288,0
10881,SC3940 30 40,GIRLS SET (K),1475,0
10882,SC3942 30 40,GIRLS SET (K),1335,0
10883,SC3943 28 38,GIRLS SET (K),1330,0
10884,SC3944(L) 30 40,GIRLS SET (K),1625,0
10885,SC3944(P) 30 40,GIRLS SET (K),1415,0
10886,SC3945 30 40,GIRLS SET (K),1245,12
10887,SC3947 30 40,GIRLS SET (K),1310,0
10888,SC3949 30 40,GIRLS SET (K),1435,6
10889,SC3950 30 40,GIRLS SET (K),1196,0
10890,SC3951 30 40,GIRLS SET (K),1288,0
10891,SC3952 30 40,GIRLS SET (K),859,0
10892,SC3953 30 40,GIRLS SET (K),1340,0
10893,SC3955 30 40,GIRLS SET (K),1520,0
10894,SC3957 28 38,GIRLS SET (K),1245,0
10895,SC3957 30 40,GIRLS SET (K),1245,0
10896,SC3958 30 40,GIRLS SET (K),1215,0
10897,SC3959 24 34,GIRLS SET (K),843,0
10898,SC395A 18 24,PLAZO SET,840,0
10899,SC395B 18 24,PLAZO SET,875,4
10900,SC3960 24 34,GIRLS SET (K),796,0
10901,SC3962 24 34,GIRLS SET (K),796,0
10902,SC3964 30 40,GIRLS SET (K),1530,0
10903,SC3965 30 40,GIRLS SET (K),1499,0
10904,SC3968 30 40,GIRLS SET (K),1280,0
10905,SC3969 28 38,GIRLS SET (K),1243,0
10906,SC3969 30 40,GIRLS SET (K),1243,0
10907,SC3970 24 34,GIRLS SET (K),748,0
10908,SC3970 30 40,GIRLS SET (K),1245,0
10909,SC3971 30 40,PLAZO SET,1381,0
10910,SC3973 30 40,GIRLS SET (K),1435,0
10911,SC3974 30 40,GIRLS SET (K),1287,0
10912,SC3975 30 40,GIRLS SET (K),1099,0
10913,SC3976 30 40,GIRLS SET (K),1522,0
10914,SC3979 24 34,MIDI SET(K),785,0
10915,SC398 18 24,KALI PLAZO,1125,0
10916,SC3981 30 40,GIRLS SET (K),955,0
10917,SC3982 30 40,GIRLS SET (K),964,0
10918,SC3983 30 40,GIRLS SET (K),1147,0
10919,SC3984 30 40,GIRLS SET (K),1214,0
10920,SC3985 30 40,GIRLS SET (K),1474,0
10921,SC3986 30 40,GIRLS SET (K),1435,0
10922,SC3987 28 38,GIRLS SET (K),1147,0
10923,SC3987 30 40,GIRLS SET (K),1172,0
10924,SC3988 30 40,GIRLS SET (K),1454,0
10925,SC3989 30 40,GIRLS SET (K),1243,0
10926,SC399 18 24,KALI PLAZO,1190,0
10927,SC3990 28 38,GIRLS SET (K),1306,0
10928,SC3991 28 38,GIRLS SET (K),1259,0
10929,SC3993 30 40,GIRLS SET (K),1378,0
10930,SC3995 30 40,GIRLS SET (K),1295,0
10931,SC3996 30 40,GIRLS SET (K),1289,0
10932,SC3999 30 40,GIRLS SET (K),1795,0
10933,SC4000 30 40,GIRLS SET (K),1613,0
10934,SC4003 30 40,PLAZO SET,1463,0
10935,SC4004 30 40,GIRLS SET (K),1483,0
10936,SC4005 30 40,GIRLS SET (K),1255,0
10937,SC4007 30 40,GIRLS SET (K),1531,0
10938,SC4008 30 40,GIRLS SET (K),1560,0
10939,SC4009 30 40,HIRA MANDI(K),1623,0
10940,SC4010 30 40,GIRLS SET (K),1483,0
10941,SC4011 30 40,PLAZO SET,1379,0
10942,SC4012 30 40,PLAZO SET,1474,0
10943,SC4013 30 40,GIRLS SET (K),1426,0
10944,SC4015 30 40,GIRLS SET (K),1526,0
10945,SC4016 30 40,HEERAMANDI,1559,0
10946,SC4017 30 40,PLAZO SET,1559,0
10947,SC4018 30 40,GIRLS SET (K),1531,0
10948,SC4020 30 40,GIRLS SET (K),1191,0
10949,SC4023 30 40,GIRLS SET (K),1168,0
10950,SC4024 30 40,GIRLS SET (K),1559,0
10951,SC4025 30 40,PLAZO SET,1286,0
10952,SC4026 26 36,GIRLS SET (K),1288,0
10953,SC4028 26 36,GIRLS SET (K),1329,0
10954,SC403 22 28,LANCHA SET,1215,0
10955,SC4031 30 40,GIRLS SET (K),1533,0
10956,SC4032 30 40,GIRLS SET (K),1559,0
10957,SC4033 30 40,PLAZO SET,1275,0
10958,SC4034 30 40,GIRLS SET (K),1560,0
10959,SC4037 30 40,PLAZO SET,1309,0
10960,SC4038 30 40,HIRA MANDI(K),1560,0
10961,SC4039 30 40,HIRA MANDI(K),1548,0
10962,SC4040 30 40,PLAZO SET,1467,0
10963,SC4041 30 40,PLAZO SET,1287,0
10964,SC4043 30 40,PLAZO SET,1090,0
10965,SC4044 30 40,PLAZO SET,1546,0
10966,SC4045 30 40,HEERAMANDI,1347,0
10967,SC4046 30 40,PLAZO SET,1370,0
10968,SC4047 30 40,PLAZO SET,1375,0
10969,SC4049 30 40,PLAZO SET,1230,0
10970,SC4050 30 40,PLAZO SET,1348,0
10971,SC4054 30 40,PLAZO SET,1259,0
10972,SC4059 24 34,MIDI SET(K),794,0
10973,SC4060 24 34,MIDI SET(K),747,0
10974,SC4061 24 34,MIDI SET(K),794,0
10975,SC4062 30 40,LANCHA,1255,0
10976,SC4063 30 40,LANCHA,1375,0
10977,SC4064 30 40,LANCHA,1375,0
10978,SC4065 26 36,CORD SET,1123,0
10979,SC4066 30 40,LANCHA,1375,12
10980,SC4067 30 40,PLAZO SET,1499,0
10981,SC4068 30 40,PLAZO SET,1499,0
10982,SC4069 26 36,HIRA MANDI(K),1255,0
10983,SC407 18 24,PLAZO SET,955,0
10984,SC4070 30 40,PLAZO SET,1366,0
10985,SC4071 30 40,PLAZO SET,1439,0
10986,SC4072 26 36,PLAZO SET,1029,0
10987,SC4073 30 40,SHARARA (A),1405,0
10988,SC4074 26 36,CORD SET,835,0
10989,SC4075 26 36,CORD SET,982,0
10990,SC4076 26 36,PLAZO (PANT),1012,0
10991,SC4077 30 40,PLAZO SET,1125,0
10992,SC4078 30 40,PLAZO (PANT),1399,0
10993,SC4079 30 40,PLAZO SET,1593,0
10994,SC4080 30 40,PLAZO SET,1217,0
10995,SC4083 26 36,CORD SET,1118,0
10996,SC4084 26 36,PLAZO SET,1170,0
10997,SC4085 26 36,CORD SET,800,0
10998,SC4086 18 24,CORD SET,619,0
10999,SC4087 26 36,CORD SET,830,0
11000,SC4088 18 24,CORD SET,624,0
11001,SC4089 26 36,GIRLS SET (K),1115,0
11002,SC4091 26 36,PLAZO SET,1255,0
11003,SC4092 26 36,PLAZO SET,1217,0
11004,SC4093 26 36,PLAZO SET,1235,0
11005,SC4094 26 36,HIRA MANDI(K),1166,0
11006,SC4096 26 36,CORD SET,859,0
11007,SC4097 30 40,GIRLS SET (K),1283,0
11008,SC4098 30 40,GIRLS SET (K),1264,0
11009,SC4099   30 40     [620442],PLAZO SET,1095,1
11010,SC4100 30 40,PLAZO SET,1499,0
11011,SC4101 30 40,PLAZO SET,1363,0
11012,SC4103 30 40,PLAZO SET,1471,0
11013,SC4104 26 36,PLAZO SET,1094,0
11014,SC4106 26 36,PLAZO SET,1041,0
11015,SC4108 30 40,PLAZO SET,1471,0
11016,SC4109B   24 34     [620442],MIDDY,745,0
11017,SC4109S   16 22     [620442],MIDDY,635,0
11018,SC4113   24 34     [620442],MIDDY,765,0
11019,SC4113  24 34      [620419],MIDI SET(K),745,0
11020,SC4114  30 40      [620419],AFGANI SET,1215,0
11021,SC4120  30 40             [620419],PLAZO SET,1299,0
11022,SC4122 30 40       [620419],PLAZO SET,1305,0
11023,SC4123 30 40,PLAZO SET,1310,0
11024,SC4128 30 40,GIRLS SET (K),1217,0
11025,SC4134  24 34,MIDI SET(K),815,6
11026,SC4135   24 34,MIDI SET(K),820,0
11027,SC4140 24 34,MIDI SET(K),785,12
11028,SC4146 24 34,MIDI SET(K),745,0
11029,SC4147 30 40,PLAZO SET,1380,0
11030,SC4157 30 40,PLAZO SET,1405,0
11031,SC4160 24 34,MIDI SET(K),795,30
11032,SC4161-B  24 34,MIDI SET(K),745,0
11033,SC4161-S 16 22,MIDI SET(K),625,0
11034,SC4162 24 34,MIDI SET(K),835,0
11035,SC4163  30 40,PLAZO SET,1255,0
11036,SC4164 30 40,PLAZO SET,1405,0
11037,SC4165 30 40,GIRLS SET (K),1215,0
11038,SC4166 30 40,GIRLS SET (K),1205,0
11039,SC4167 30 40,GIRLS SET (K),1295,0
11040,SC4168 30 40,GIRLS SET (K),1215,0
11041,SC4169  30 40,PLAZO SET,1310,0
11042,SC4171 30 40,PLAZO SET,1190,0
11043,SC4172  30 40,PLAZO SET,1190,0
11044,SC4173  30 40,PLAZO SET,1215,0
11045,SC4174  30 40,PLAZO SET,1055,0
11046,SC4175 30 40,PLAZO SET,1125,0
11047,SC4176  30 40,PLAZO SET,999,0
11048,SC4177 30 40,PLAZO SET,1170,0
11049,SC4178 30 40,PLAZO SET,1350,0
11050,SC4179 30 40,PLAZO SET,1295,0
11051,SC4180  30 40,PLAZO SET,1335,0
11052,SC4190 30 40,PLAZO SET,1035,0
11053,SC4191 30 40,PLAZO SET,1310,6
11054,SC4192 16 22,MIDDY,655,0
11055,SC4192 24 34,MIDDY,815,0
11056,SC4193 30 40,PLAZO SET,1060,6
11057,SC4195  30 40,PLAZO SET,1140,0
11058,SC4196  30 40,PLAZO SET,1215,0
11059,SC4197 30 40,GIRLS SET (K),1330,0
11060,SC4198 34 40,PLAZO SET,1265,0
11061,SC4199 30 40,PLAZO SET,1125,0
11062,SC4200 30 40,PLAZO SET,1065,0
11063,SC4201 30 40,PLAZO SET,1405,0
11064,SC4202 30 40,PLAZO SET,1405,0
11065,SC4203 30 40,PLAZO SET,1310,0
11066,SC4204 30 40,PLAZO SET,1310,6
11067,SC4205 30 40,PLAZO SET,1405,0
11068,SC4206 34 40,PLAZO SET,1125,0
11069,SC4207 30 40,PLAZO SET,1205,0
11070,SC4209 30 40,PLAZO SET,1405,0
11071,SC4210 30 40,PLAZO SET,1299,0
11072,SC4211 30 40,PLAZO SET,1220,0
11073,SC4213 30 40,PLAZO SET,1299,0
11074,SC4216 16 22,MIDDY,635,0
11075,SC4216 24 34,MIDDY,840,0
11076,SC4220 34 40,PLAZO SET,1215,0
11077,SC4221 34 40,PLAZO SET,1310,0
11078,SC4224 30 40,PLAZO SET,1190,0
11079,SC4226 34 40,AFGANI SET,1125,0
11080,SC4227 30 40,LANCHA,1310,0
11081,SC4228 30 40,PLAZO SET,1075,0
11082,SC4229 30 40,PLAZO SET,1190,0
11083,SC4230 34 40,LAHANGA CHOLI,1310,0
11084,SC4231 30 40,AFGANI SET,1075,0
11085,SC4232 34 40,PLAZO SET,1030,0
11086,SC4233 30 40,LAHANGA CHOLI,1350,0
11087,SC4235 16 22,MIDI SET,655,0
11088,SC4235 24 34,MIDI SET,815,7
11089,SC4237 30 40,LANCHA,1310,0
11090,SC4238 34 40,LAHANGA CHOLI,1310,0
11091,SC4239 30 40,LANCHA,1585,0
11092,SC4240 30 40,PLAZO SET,1215,0
11093,SC4241 34 40,LANCHA,1310,0
11094,SC4242 34 40,LANCHA,1299,0
11095,SC4243 30 40,LEHANGA CHOLI,1310,0
11096,SC4244 30 40,PLAZO SET,1305,1
11097,SC4245 30 40,FARSI,1290,0
11098,SC4246 30 40,FARSI,1299,0
11099,SC4248 34 40,LEHANGA CHOLI,1310,24
11100,SC4249 30 40,FARSI,1265,0
11101,SC4250 34 40,PLAZO SET,1020,0
11102,SC4251 30 40,PLAZO SET,1595,0
11103,SC4252 30 40,LANCHA,1405,0
11104,SC4254 30 40,PLAZO SET,1265,0
11105,SC4255 34 40,PLAZO SET,1120,0
11106,SC4257 30 40,PLAZO SET,1595,0
11107,SC4259 34 40,PLAZO SET,1410,0
11108,SC4260 30 40,FARSI,1350,0
11109,SC4261 34 40,PLAZO SET,1405,8
11110,SC4262 30 40,PLAZO SHRUG,1365,0
11111,SC4263 30 40,PLAZO SET,1440,0
11112,SC4264 30 40,PLAZO SET,1499,0
11113,SC4265 30 40,PLAZO SHRUG,1450,0
11114,SC4266 30 40,PLAZO SHRUG,1470,0
11115,SC4267 34 40,PLAZO SET,1360,0
11116,SC4268 30 40,PLAZO SET,1210,0
11117,SC4269 30 40,PLAZO SET,1585,0
11118,SC4270 30 40,PLAZO SET,1565,0
11119,SC4271 30 40,FARSI,1480,0
11120,SC4272 20 30,FARSI,1195,0
11121,SC4273 30 40,KALI PLAZO,1499,0
11122,SC4274 30 40,SHARARA,1485,0
11123,SC4275 22 28,SHARARA,1125,0
11124,SC4276 30 40,PLAZO SET,1390,0
11125,SC4278 30 40,PLAZO SET,1495,0
11126,SC4279 28 34,PLAZO SET,905,0
11127,SC4279 30 40,PLAZO SET,999,0
11128,SC4280 20 30,KALI PLAZO,1125,0
11129,SC4281 30 40,SHARAG,1570,0
11130,SC4283 30 40,KALI SET,1520,0
11131,SC4284 34 40,PLAZO SET,1360,0
11132,SC4285 30 40,KALI PLAZO,1545,0
11133,SC4286 30 40,KALI PLAZO,1499,0
11134,SC4287 30 40,PLAZO SET,1490,0
11135,SC4288 30 40,PLAZO SHRUG,1440,0
11136,SC4291 30 40,PLAZO SET,1595,1
11137,SC4292 30 40,SHRUG SET,1615,0
11138,SC4293 30 40,PLAZO SET,1453,0
11139,SC4294 30 40,PLAZO SET,1499,0
11140,SC4295 34 40,PLAZO SET,1310,0
11141,SC4297 30 40,PLAZO SET,1520,0
11142,SC4298 22 28,PLAZO SET,1160,0
11143,SC4299 30 40,PLAZO SET,1495,0
11144,SC4300 22 28,PLAZO SET,1125,0
11145,SC4301 30 40,PLAZO SHRUG,1595,2
11146,SC4302 34 40,KALI SHARARA,1490,4
11147,SC4303 30 40,PLAZO SET,1595,1
11148,SC4304 30 40,PLAZO SET,1350,0
11149,SC4305 30 40,SHRUG SET,1595,0
11150,SC4306 34 40,PLAZO SET,1610,0
11151,SC4307 34 40,PLAZO SET,1385,0
11152,SC4308 30 40,GIRLS SET (K),1499,0
11153,SC4309 30 40,PLAZO SHRUG,1365,0
11154,SC4310 30 40,PLAZO SET,1375,0
11155,SC4311 28 38,SHRUG SET,1595,0
11156,SC4312 30 40,PLAZO SET,1675,0
11157,SC4313 34 40,PLAZO SET,1380,0
11158,SC4314 30 40,PLAZO SHRUG,1375,0
11159,SC4316 34 40,KALI SET,1125,0
11160,SC4317 22 28,SHARARA (K),1160,0
11161,SC4317 30 40,SHARARA (K),1445,0
11162,SC4318 22 28,FARSI,1125,0
11163,SC4318 30 40,FARSI,1405,0
11164,SC4319 30 40,PLAZO SET,1315,0
11165,SC4320 34 40,KALI SET,1725,0
11166,SC4321 26 36,PLAZO SET,1385,0
11167,SC4322 26 36,PLAZO SET,1385,0
11168,SC4323 30 40,PLAZO SET,1680,0
11169,SC4324 30 40,FARSI,1575,0
11170,SC4325 30 40,PLAZO SET,1450,0
11171,SC4326 22 28,SHARARA,1170,0
11172,SC4326 30 40,SHARARA,1525,0
11173,SC4328 30 40,FARSI,1499,0
11174,SC4329 30 40,LEHANGA CHOLI,1405,0
11175,SC4330 30 40,PLAZO SET,1395,0
11176,SC4331 34 40,PLAZO SET,1375,0
11177,SC4332 30 40,PLAZO SET,1565,0
11178,SC4334 34 40,SHRUG SET,1575,0
11179,SC4338 30 40,SHARAG SET,1470,0
11180,SC4341 30 40,PLAZO SET,1310,-4
11181,SC4342 30 40,SHARAG SET,1470,0
11182,SC4343 30 40,LANCHA,840,0
11183,SC4345 26 36,KALI SET,1440,0
11184,SC4346 32 38,PLAZO SET,1535,12
11185,SC4348 34 40,PLAZO SET,1670,0
11186,SC4349 34 40,PLAZO SET,1640,-4
11187,SC435 18 24,KALI PLAZO,840,16
11188,SC4355 34 40,PLAZO SET,1360,0
11189,SC4356 30 40,FARSI,1380,0
11190,SC4357 30 40,PLAZO SET,1405,0
11191,SC4360 34 40,SHARAG SET,1545,0
11192,SC4361 30 40,LANCHA,1499,18
11193,SC4365 30 40,PLAZO SET,1595,0
11194,SC4366 20 30,FARSI,1125,0
11195,SC4375 26 34,PLAZO SET,935,0
11196,SC4376 34 40,LANCHA,1490,14
11197,SC4377 34 40,PLAZO SET,1170,0
11198,SC4378 30 40,PLAZO SET,1405,0
11199,SC4381 30 40,LANCHA,1499,42
11200,SC4382 30 40,LANCHA,1490,18
11201,SC4383 30 40,LANCHA SET,1595,0
11202,SC4384 30 40,LANCHA SET,1595,6
11203,SC4386 30 40,LANCHA SET,1685,36
11204,SC4387 30 40,LANCHA SET,1395,0
11205,SC4388 30 40,PLAZO SET,1310,6
11206,SC4389 34 40,PLAZO SET,1215,8
11207,SC4391 34 40,PLAZO SET,1310,24
11208,SC4392 30 40,PLAZO SET,1499,0
11209,SC4394 18 24,PLAZO SET,955,0
11210,SC4394 26 36,PLAZO SET,1185,0
11211,SC4395A 26 36,PLAZO SET,999,12
11212,SC4395B  26 36,PLAZO SET,1050,6
11213,SC4396 30 40,PLAZO SET,1160,6
11214,SC4398 26 36,KALI PLAZO,1399,30
11215,SC4399 26 36,KALI PLAZO,1440,24
11216,SC4400 30 40,PLAZO SET,1145,18
11217,SC4401 30 40,PLAZO SET,1470,0
11218,SC4402 30 40,LANCHA SET,1580,6
11219,SC4403 30 40,LANCHA SET,1595,6
11220,SC4406 30 40,LANCHA SET,1595,24
11221,SC4407 26 36,PLAZO SET,1185,0
11222,SC4408 26 36,CORD SET,1115,0
11223,SC4416 30 40,PLAZO SET,1410,6
11224,SC4420 30 40,PLAZO SET,1375,36
11225,SC4423 30 40,SHRUG SET,1460,18
11226,SC4424 26 36,KALI PLAZO,1170,36
11227,SC4440 26 36,KALI PLAZO,1170,36
11228,SC4876 30 40,PLAZO SET,1405,0
11229,SC5107 24 34,MIDI SET(K),815,0
11230,SC753 24 34,GIRLS SET (K),760,0
11231,SC793 26 36,GIRLS SET (K),925,0
11232,SC892 30 40,GIRLS SET (K),1099,0
11233,SC917 30 40,GIRLS SET (L),1240,0
11234,SE1203 32 38,GIRLS SET (A),865,3
11235,SE5000 20 30,GIRLS SET (A),845,17
11236,SF166 12 14,GIRLS SET (A),410,16
11237,SF2002 16 22,GIRLS SET (K),652,0
11238,SF336 16 26,GIRLS SET (A),605,12
11239,SG1563 30 40,GIRLS SET (K),1080,0
11240,SG3967 20 30,GIRLS SET (K),1050,0
11241,SG4086 20 30,GIRLS SET (K),965,0
11242,SG4126 20 30,PLAZO SET,1150,0
11243,SG4198 18 28,PLAZO SET,730,0
11244,SG4209 20 30,AFGANI SET,705,0
11245,SG4217 18 28,PLAZO SET,860,0
11246,SG4221 18 28,AFGANI SET,810,0
11247,SG4222 18 28,AFGANI SET,895,0
11248,SG4227  18  28,GOWN INNER (K),860,0
11249,SG4230 18 28,PLAZO SET,995,0
11250,SG4233 18 28,PLAZO SET,925,0
11251,SG4234 18 28,PLAZO SET,995,0
11252,SG4255  20 30,AFGANI SET,740,0
11253,SG4259 18 28,PLAZO SET,995,0
11254,SG4263  18 28,AFGANI SET,880,0
11255,SG4310 18 28,FARSI,1305,0
11256,SG4311 18 28,FARSI,1240,0
11257,SG4313 18 28,FARSI,1245,0
11258,SG4318 20 30,GOWN INNER (K),935,0
11259,SG4390 20 30,LANCHA,1199,36
11260,SG4393 20 30,LANCHA,1190,12
11261,SG801 24 34,GIRLS SET (K),660,0
11262,SG823 24 34,GIRLS SET (K),800,0
11263,SG825 24 34,GIRLS SET (K),985,0
11264,SG828 24 34,GIRLS SET (K),995,0
11265,SG831 24 34,GIRLS SET (K),855,0
11266,SI1113 30 40,GOWN (A),1295,0
11267,SI1114 22 30,GOWN (A),1250,0
11268,SI1114 32 40,GIRLS SET (K),1450,0
11269,SI1115 30 40,SHARARA (A),1145,0
11270,SI701 16 26,SHARARA (A),740,0
11271,SI703 16 22,FROCK(L),925,0
11272,SI704 16 22       [620442],FROCK (A),925,0
11273,SI705 16 26,GIRLS SET (K),845,0
11274,SI712  16 22     [620442],FROCK (A),845,0
11275,SI717  16 22     [620442],FROCK (A),645,0
11276,SI719  16 22     [620442],FROCK (A),845,0
11277,SI904 16 26,GIRLS SET (A),585,0
11278,SI907 16 26,GIRLS SET (A),630,5
11279,SN104 16 20,GIRLS SET (L),505,0
11280,SN104 22 32,GIRLS SET (L),615,0
11281,SN1051 16 26 (620442),FROCK (A),835,0
11282,SN1074 22 32   [620442],GOWN (A),1305,0
11283,SN1074 34 40   [620442],GOWN (A),1505,0
11284,SN1075 16 26    [620442],FROCK (A),770,0
11285,SN1080 16 26   [620442],FROCK (A),820,0
11286,SN1093 16 26,FROCK (A),840,0
11287,SN111 16 20A,GIRLS SET (L),525,0
11288,SN111 22 32,GIRLS SET (L),610,0
11289,SN115 18 22,GIRLS SET (L),535,6
11290,SN115 24 34A,GIRLS SET (L),645,12
11291,SN116 16 20A,GIRLS SET (L),525,0
11292,SN116 22 32,GIRLS SET (L),610,0
11293,SN121 16 20,GIRLS WEAR,490,0
11294,SN121 22 32,GIRLS WEAR,575,0
11295,SN123 16 20A,GIRLS SET (L),500,-2
11296,SN123 22 32,GIRLS SET (L),610,6
11297,SN1308 16 20,GIRLS SET (L),475,3
11298,SN1308 22 32,GIRLS SET (L),585,12
11299,SN1311 16 20A,GIRLS SET (L),495,6
11300,SN1311 22 32,GIRLS SET (L),585,12
11301,SN13128 16 20,GIRLS SET (L),515,4
11302,SN13128 22 32,GIRLS SET (L),605,0
11303,SN13174 22 32,GIRLS SET (L),620,0
11304,SN13174 34 38,GIRLS SET (L),730,0
11305,SN13211 16 20A,GIRLS SET (L),620,6
11306,SN13211 24 34,GIRLS SET (L),730,6
11307,SN13297 22 32,WESTERN DRESS,870,0
11308,SN13297 34 38,WESTERN DRESS,985,0
11309,SN1347 22 32,DRESS (G),675,18
11310,SN1348 16 26,GIRLS SET (L),545,6
11311,SN13502 22 32,GIRLS SET (L),615,6
11312,SN13502 34 38,GIRLS SET (L),725,6
11313,SN13503 18 22,GIRLS SET (L),510,0
11314,SN13503 24 34A,GIRLS SET (L),620,0
11315,SN13517 16 20A,GIRLS SET (L),655,0
11316,SN13517 22 32,GIRLS SET (L),765,0
11317,SN13521 16 20,GIRLS SET (L),685,0
11318,SN13521 22 32,GIRLS SET (L),795,0
11319,SN13560 16 20,WESTERN DRESS,730,0
11320,SN13560 22 32,WESTERN DRESS,845,0
11321,SN13563 16 20,GIRLS SET (L),565,0
11322,SN13563 22 32,GIRLS SET (L),675,0
11323,SN13563 34 38,GIRLS SET (L),785,0
11324,SN13568 22 32,GIRLS SET (L),685,0
11325,SN13571 22 32,GIRLS SET (L),710,0
11326,SN13607 16 20,WESTERN DRESS,765,0
11327,SN13607 22 32,WESTERN DRESS,880,0
11328,SN13608 22 32,GIRLS SET (L),730,6
11329,SN13608 34 38,GIRLS SET (L),840,6
11330,SN13611 22 32,GIRLS SET (L),660,0
11331,SN13611 34 38,GIRLS SET (L),770,0
11332,SN13612 22 32,GIRLS SET (L),655,0
11333,SN13612 34 38,GIRLS SET (L),765,3
11334,SN13613 22 32,GIRLS SET (L),620,0
11335,SN13613 34 38,GIRLS SET (L),730,6
11336,SN13616 16 20,GIRLS SET (L),645,9
11337,SN13616 22 32,GIRLS SET (L),755,18
11338,SN13616 34 38,GIRLS SET (L),865,6
11339,SN13617 16 20,GIRLS SET (L),499,3
11340,SN13617 22 32,GIRLS SET (L),610,12
11341,SN13617 34 38,GIRLS SET (L),720,3
11342,SN13622 22 32,GIRLS SET (L),690,6
11343,SN13622 34 38,GIRLS SET (L),810,6
11344,SN13624 22 32,GIRLS SET (L),675,0
11345,SN13624 34 38,GIRLS SET (L),785,0
11346,SN13634 18 22,GIRLS SET (L),580,0
11347,SN13637 22 32,GIRLS WEAR,730,0
11348,SN13637 34 38,GIRLS WEAR,840,3
11349,SN13640 22 32,GIRLS SET (L),765,0
11350,SN13640 34 38,GIRLS SET (L),875,6
11351,SN13643 18 22,GIRLS SET (L),599,0
11352,SN13643 24 34,GIRLS SET (L),685,0
11353,SN13645 22 32,GIRLS SET (L),675,0
11354,SN13645 34 38,GIRLS SET (L),785,3
11355,SN13651 16 20,GIRLS SET (L),760,0
11356,SN13668 18 22,GIRLS SET (L),610,0
11357,SN13668 24 34,GIRLS SET (L),720,0
11358,SN13673 16 26,DRESS (G),535,6
11359,SN13674 18 22,GIRLS SET (L),380,0
11360,SN13674 24 34,GIRLS SET (L),525,6
11361,SN13684 16 20,GIRLS SET (L),595,3
